,Arcata,Bakersfield Meadows,Barstow Daggett,Beale,Bishop,Blue Canyon,Pasadena,Camarillo,Camp Pendleton,Carlsbad,China Lake,Chino,Chula Vista,Concord,Buchanan Field,Crescent City,Edwards,Fairfield,Fresno,Fullerton,Hawthorne,Hayward,Imperial County,Lancaster,Lemoore,Livermore,Lompoc,Long Beach,Los Angeles,March,Merced,Modesto,Montague,Monterey,Mountain View,Napa,Needles,Oakland,Oxnard,Palm Springs,Palmdale,Paso Robles,Point Mugu,Porterville,Redding,Riverside,Sacramento,Salinas,San Diego,San Francisco,San Jose,San Luis Obispo,Sandberg,Santa Ana,Santa Barbara,Santa Maria,Lake Tahoe,Stockton,Truckee,Van Nuys,Visalia,Yuba County
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.00241816475887,0.0,0.0,0.00208340776881,0.0,0.0,6.49277538e-05,6.49277538e-05,0.00241816475887,3.30718708951e-05,6.49277538e-05,0.0,0.0,0.0,0.00241816475887,0.0,0.0,3.30718708951e-05,0.0,0.0,6.49277538e-05,0.0,0.0,0.0,0.0,3.30718708951e-05,0.0,0.000122341902796,0.0,0.0,0.000223006192531,0.0,0.0,0.0,0.00868087070745,0.0,0.0,0.00241816475887,0.0,0.0,0.0,0.0,0.0,3.30718708951e-05,0.0,0.0,6.49277538e-05,0.0,0.0,0.0,0.0,3.30718708951e-05,0.0,0.0,0.00208340776881,0.0,0.00208340776881,0.0,0.0,0.0
5,0.0651544154626,0.08687528617,0.110139673485,0.08687528617,0.0876659035466,0.0877770238319,0.0972827021955,0.0972827021955,0.102742698442,0.102742698442,0.110139673485,0.0943488459373,0.102742698442,0.0599868793395,0.0599868793395,0.0651544154626,0.110139673485,0.0733692174892,0.0876659035466,0.0943488459373,0.0972827021955,0.0599868793395,0.102742698442,0.0972827021955,0.0876659035466,0.0599868793395,0.072981595046,0.0943488459373,0.0972827021955,0.0624226834303,0.0876659035466,0.0733692174892,0.0782072058548,0.0599868793395,0.0599868793395,0.0733692174892,0.162225100394,0.0599868793395,0.0972827021955,0.110139673485,0.0972827021955,0.072981595046,0.0972827021955,0.08687528617,0.0651544154626,0.0943488459373,0.0733692174892,0.0599868793395,0.102742698442,0.0599868793395,0.0599868793395,0.072981595046,0.08687528617,0.0943488459373,0.072981595046,0.072981595046,0.0877770238319,0.0733692174892,0.0877770238319,0.0972827021955,0.0876659035466,0.0733692174892
6,0.400312613999,0.755009675361,1.08730591105,0.755009675361,0.754973601051,0.814387825108,0.640488992306,0.640488992306,0.697121628823,0.697121628823,1.08730591105,0.602893023081,0.697121628823,0.461746661663,0.461746661663,0.400312613999,1.08730591105,0.61042418465,0.754973601051,0.602893023081,0.640488992306,0.461746661663,0.697121628823,0.640488992306,0.754973601051,0.461746661663,0.54483251642,0.602893023081,0.640488992306,0.396994152749,0.754973601051,0.61042418465,0.544936078063,0.461746661663,0.461746661663,0.61042418465,1.26789803716,0.461746661663,0.640488992306,1.08730591105,0.640488992306,0.54483251642,0.640488992306,0.755009675361,0.400312613999,0.602893023081,0.61042418465,0.461746661663,0.697121628823,0.461746661663,0.461746661663,0.54483251642,0.755009675361,0.602893023081,0.54483251642,0.54483251642,0.814387825108,0.61042418465,0.814387825108,0.640488992306,0.754973601051,0.61042418465
7,1.36047545881,2.51721030587,3.40527461813,2.51721030587,2.50216042785,2.6298702721,2.20116957028,2.20116957028,2.3921260274,2.3921260274,3.40527461813,2.10650726215,2.3921260274,1.71487043723,1.71487043723,1.36047545881,3.40527461813,2.11992600488,2.50216042785,2.10650726215,2.20116957028,1.71487043723,2.3921260274,2.20116957028,2.50216042785,1.71487043723,2.11414064177,2.10650726215,2.20116957028,1.35821530494,2.50216042785,2.11992600488,1.78594002627,1.71487043723,1.71487043723,2.11992600488,3.52222738225,1.71487043723,2.20116957028,3.40527461813,2.20116957028,2.11414064177,2.20116957028,2.51721030587,1.36047545881,2.10650726215,2.11992600488,1.71487043723,2.3921260274,1.71487043723,1.71487043723,2.11414064177,2.51721030587,2.10650726215,2.11414064177,2.11414064177,2.6298702721,2.11992600488,2.6298702721,2.20116957028,2.50216042785,2.11992600488
8,2.90767328204,4.64756435354,5.83079075249,4.64756435354,4.58576406831,4.76181807469,4.21082748733,4.21082748733,4.52794284106,4.52794284106,5.83079075249,4.13866767499,4.52794284106,3.7321598799,3.7321598799,2.90767328204,5.83079075249,4.0629257797,4.58576406831,4.13866767499,4.21082748733,3.7321598799,4.52794284106,4.21082748733,4.58576406831,3.7321598799,4.28424499906,4.13866767499,4.21082748733,2.83783438544,4.58576406831,4.0629257797,3.43437026834,3.7321598799,3.7321598799,4.0629257797,5.79270774254,3.7321598799,4.21082748733,5.83079075249,4.21082748733,4.28424499906,4.21082748733,4.64756435354,2.90767328204,4.13866767499,4.0629257797,3.7321598799,4.52794284106,3.7321598799,3.7321598799,4.28424499906,4.64756435354,4.13866767499,4.28424499906,4.28424499906,4.76181807469,4.0629257797,4.76181807469,4.21082748733,4.58576406831,4.0629257797
9,4.31790844811,6.33590948396,7.6439191443,6.33590948396,6.27561318822,6.50413074873,6.07638173766,6.07638173766,6.32393047851,6.32393047851,7.6439191443,5.82697206981,6.32393047851,5.49657733158,5.49657733158,4.31790844811,7.6439191443,5.77365231751,6.27561318822,5.82697206981,6.07638173766,5.49657733158,6.32393047851,6.07638173766,6.27561318822,5.49657733158,6.22719922687,5.82697206981,6.07638173766,4.6004068981,6.27561318822,5.77365231751,4.95824882717,5.49657733158,5.49657733158,5.77365231751,7.49802486771,5.49657733158,6.07638173766,7.6439191443,6.07638173766,6.22719922687,6.07638173766,6.33590948396,4.31790844811,5.82697206981,5.77365231751,5.49657733158,6.32393047851,5.49657733158,5.49657733158,6.22719922687,6.33590948396,5.82697206981,6.22719922687,6.22719922687,6.50413074873,5.77365231751,6.50413074873,6.07638173766,6.27561318822,5.77365231751
